,date,총생활인구수
126,2018-05-07,394902.42
127,2018-05-08,417079.309
128,2018-05-09,416919.3863
129,2018-05-10,415518.947
130,2018-05-11,411889.2396
131,2018-05-12,406126.257
132,2018-05-13,405165.7969
133,2018-05-14,416481.0227
134,2018-05-15,416205.546
135,2018-05-16,417829.3159
136,2018-05-17,418262.3273
137,2018-05-18,411172.7877
138,2018-05-19,397562.3377
139,2018-05-20,395770.535
140,2018-05-21,408146.0415
141,2018-05-22,402362.4032
142,2018-05-23,415162.2767
143,2018-05-24,413418.0584
144,2018-05-25,409560.4521
145,2018-05-26,401544.6274
146,2018-05-27,402229.786
147,2018-05-28,422351.5934
148,2018-05-29,412004.9299
149,2018-05-30,412039.2348
150,2018-05-31,412410.6073
151,2018-06-01,409895.7195
152,2018-06-02,402520.9368
153,2018-06-03,402990.8043
154,2018-06-04,416038.1783
155,2018-06-05,415806.9016
156,2018-06-06,406201.0608
157,2018-06-07,414964.7478
158,2018-06-08,411910.1099
159,2018-06-09,404474.1487
160,2018-06-10,406180.8916
161,2018-06-11,416577.7634
162,2018-06-12,416038.3217
163,2018-06-13,411892.7625
164,2018-06-14,416190.8628
165,2018-06-15,413887.5675
166,2018-06-16,407171.6509
167,2018-06-17,406537.6137
168,2018-06-18,413882.0795
169,2018-06-19,415039.6922
170,2018-06-20,414306.013
171,2018-06-21,411653.9731
172,2018-06-22,405868.6912
173,2018-06-23,396023.161
174,2018-06-24,394582.9355
175,2018-06-25,400426.2756
176,2018-06-26,398749.0248
177,2018-06-27,398717.6157
178,2018-06-28,397804.6665
179,2018-06-29,396020.9035
180,2018-06-30,392994.0155
181,2018-07-01,394977.8096
182,2018-07-02,400584.3904
183,2018-07-03,400330.8601
184,2018-07-04,397837.1386
185,2018-07-05,397469.3216
186,2018-07-06,393671.8616
187,2018-07-07,387173.2863
188,2018-07-08,387825.2164
189,2018-07-09,398770.6899
190,2018-07-10,399195.1406
191,2018-07-11,397725.9292
192,2018-07-12,397095.9821
193,2018-07-13,394670.8596
194,2018-07-14,387692.0512
195,2018-07-15,385888.3972
196,2018-07-16,393856.454
197,2018-07-17,391932.2665
198,2018-07-18,391225.2047
199,2018-07-19,391462.7869
200,2018-07-20,387974.6812
201,2018-07-21,381977.7541
202,2018-07-22,382174.6044
203,2018-07-23,389773.4038
204,2018-07-24,388795.554
205,2018-07-25,390503.1394
206,2018-07-26,388562.5702
207,2018-07-27,382720.4855
208,2018-07-28,377880.6971
209,2018-07-29,380957.2783
210,2018-07-30,385326.6707
211,2018-07-31,383887.2965
212,2018-08-01,381485.2481
213,2018-08-02,377404.9009
214,2018-08-03,374135.2745
215,2018-08-04,370870.8728
216,2018-08-05,375368.8676
217,2018-08-06,379843.0213
218,2018-08-07,382035.2404
219,2018-08-08,381675.3861
220,2018-08-09,384975.7467
221,2018-08-10,383979.1562
222,2018-08-11,381357.2024
223,2018-08-12,382577.4519
224,2018-08-13,390475.6755
225,2018-08-14,389408.61
226,2018-08-15,389266.8852
227,2018-08-16,391558.2536
228,2018-08-17,388741.4363
229,2018-08-18,385498.6227
230,2018-08-19,387177.9606
231,2018-08-20,392399.7959
232,2018-08-21,392988.6166
233,2018-08-22,397018.28
234,2018-08-23,398920.46
235,2018-08-24,397556.6511
236,2018-08-25,391280.5113
237,2018-08-26,392917.694
238,2018-08-27,397554.5043
239,2018-08-28,398650.2488
240,2018-08-29,401684.0142
241,2018-08-30,403364.6316
242,2018-08-31,402217.8299
243,2018-09-01,403759.3999
244,2018-09-02,404084.4472
245,2018-09-03,419214.1633
246,2018-09-04,420536.3524
247,2018-09-05,419361.2373
248,2018-09-06,418675.3305
249,2018-09-07,415095.8678
250,2018-09-08,408620.2933
251,2018-09-09,409233.733
252,2018-09-10,420442.2496
253,2018-09-11,421186.7681
254,2018-09-12,421042.2344
255,2018-09-13,420527.8826
256,2018-09-14,415548.4576
257,2018-09-15,408554.0002
258,2018-09-16,408575.8474
259,2018-09-17,419938.2704
260,2018-09-18,421363.717
261,2018-09-19,420734.5432
262,2018-09-20,427900.0852
263,2018-09-21,411484.1258
264,2018-09-22,391582.7152
265,2018-09-23,370648.5608
266,2018-09-24,352488.6875
267,2018-09-25,354387.9425
268,2018-09-26,386142.8839
269,2018-09-27,413386.1589
270,2018-09-28,412699.2034
271,2018-09-29,406752.5839
272,2018-09-30,407623.9121
273,2018-10-01,418018.0307
274,2018-10-02,415845.0736
275,2018-10-03,407718.3718
276,2018-10-04,417317.2788
277,2018-10-05,414050.8209
278,2018-10-06,412914.8346
279,2018-10-07,406564.4736
280,2018-10-08,413810.0259
281,2018-10-09,407741.3238
282,2018-10-10,420733.2718
283,2018-10-11,417401.2708
284,2018-10-12,413398.6514
285,2018-10-13,415425.3662
286,2018-10-14,406282.8056
287,2018-10-15,418185.0187
288,2018-10-16,419431.741
289,2018-10-17,419050.0831
290,2018-10-18,417196.6744
291,2018-10-19,413305.6177
292,2018-10-20,406107.0676
293,2018-10-21,405416.0586
294,2018-10-22,417598.6143
295,2018-10-23,417681.6079
296,2018-10-24,416093.9179
297,2018-10-25,415577.2499
298,2018-10-26,412418.2902
299,2018-10-27,405558.7827
300,2018-10-28,406165.1111
301,2018-10-29,416384.1531
302,2018-10-30,417371.7312
303,2018-10-31,418245.4084
304,2018-11-01,417555.6963
305,2018-11-02,414286.3628
306,2018-11-03,402432.5616
307,2018-11-04,402512.7738
308,2018-11-05,416722.2021
309,2018-11-06,418191.4473
310,2018-11-07,417622.9378
311,2018-11-08,416159.0024
312,2018-11-09,412246.2059
313,2018-11-10,404278.0174
314,2018-11-11,404868.5895
315,2018-11-12,415136.4794
316,2018-11-13,416615.6588
317,2018-11-14,416835.4377
318,2018-11-15,415605.8854
319,2018-11-16,411149.2047
320,2018-11-17,405940.6038
321,2018-11-18,406408.1918
322,2018-11-19,415257.9521
323,2018-11-20,417384.1585
324,2018-11-21,417005.7646
325,2018-11-22,416308.2152
326,2018-11-23,413549.6131
327,2018-11-24,438616.3375
328,2018-11-25,412092.189
329,2018-11-26,416672.8241
330,2018-11-27,417185.132
331,2018-11-28,416798.5245
332,2018-11-29,416125.6257
333,2018-11-30,413834.1963
334,2018-12-01,408726.1013
335,2018-12-02,410641.7075
336,2018-12-03,415747.0149
337,2018-12-04,418175.9088
338,2018-12-05,417338.9882
339,2018-12-06,416827.3425
340,2018-12-07,413276.0572
341,2018-12-08,412982.3486
342,2018-12-09,412047.276
343,2018-12-10,418333.7325
344,2018-12-11,418436.536
345,2018-12-12,418922.2921
346,2018-12-13,417438.2029
347,2018-12-14,414510.5375
348,2018-12-15,417563.7451
349,2018-12-16,417671.3181
350,2018-12-17,419211.1073
351,2018-12-18,418519.0998
352,2018-12-19,417138.8861
353,2018-12-20,415718.5857
354,2018-12-21,410828.7982
355,2018-12-22,406127.0238
356,2018-12-23,403282.6882
357,2018-12-24,403252.2318
358,2018-12-25,401818.1314
359,2018-12-26,402132.0381
360,2018-12-27,399711.6291
361,2018-12-28,397893.0772
362,2018-12-29,395424.5328
363,2018-12-30,394719.4619
364,2018-12-31,394354.2519
365,2019-01-01,386920.4113
366,2019-01-02,396230.1566
367,2019-01-03,397759.9009
368,2019-01-04,397427.6305
369,2019-01-05,400295.059
370,2019-01-06,399765.9011
371,2019-01-07,398724.7977
372,2019-01-08,397931.6938
373,2019-01-09,396632.2345
374,2019-01-10,397710.4209
375,2019-01-11,394877.5886
376,2019-01-12,399885.2331
377,2019-01-13,400168.0583
378,2019-01-14,400247.6478
379,2019-01-15,400758.4079
380,2019-01-16,401113.5083
381,2019-01-17,397832.9421
382,2019-01-18,396385.3551
383,2019-01-19,395927.6306
384,2019-01-20,395518.6902
385,2019-01-21,395969.5273
386,2019-01-22,395294.0915
387,2019-01-23,394500.0364
388,2019-01-24,392844.2527
389,2019-01-25,393265.8565
390,2019-01-26,393494.6725
391,2019-01-27,396678.1272
392,2019-01-28,396720.1658
393,2019-01-29,395056.8981
394,2019-01-30,395427.4343
395,2019-01-31,392372.602
396,2019-02-01,389487.0915
397,2019-02-02,383502.3855
398,2019-02-03,365955.3379
399,2019-02-04,353043.4591
400,2019-02-05,351736.9176
401,2019-02-06,365449.6916
402,2019-02-07,382854.6419
403,2019-02-08,385961.4774
404,2019-02-09,393429.571
405,2019-02-10,392116.9049
406,2019-02-11,393276.6109
407,2019-02-12,391743.5513
408,2019-02-13,393136.6964
409,2019-02-14,392893.6598
410,2019-02-15,392027.442
411,2019-02-16,394272.3439
412,2019-02-17,392812.1
413,2019-02-18,391633.6456
414,2019-02-19,385578.2814
415,2019-02-20,376718.6045
416,2019-02-21,372724.2982
417,2019-02-22,370909.8379
418,2019-02-23,368788.8063
419,2019-02-24,368610.0249
420,2019-02-25,374227.7362
421,2019-02-26,390410.1988
422,2019-02-27,397062.7253
423,2019-02-28,400851.8544
424,2019-03-01,392504.7235
425,2019-03-02,396272.3194
426,2019-03-03,404356.6274
427,2019-03-04,413623.5415
428,2019-03-05,414789.4656
429,2019-03-06,415333.4882
430,2019-03-07,416254.6864
431,2019-03-08,413190.0729
432,2019-03-09,407573.6694
433,2019-03-10,407829.347
434,2019-03-11,416653.2841
435,2019-03-12,416798.303
436,2019-03-13,417251.7427
437,2019-03-14,415463.2521
438,2019-03-15,411481.6118
439,2019-03-16,406974.8987
440,2019-03-17,403855.3477
441,2019-03-18,412954.2447
442,2019-03-19,412691.6621
443,2019-03-20,413766.0901
444,2019-03-21,413434.3616
445,2019-03-22,406961.2907
446,2019-03-23,402157.3432
447,2019-03-24,401373.7696
448,2019-03-25,411506.957
449,2019-03-26,412088.5636
450,2019-03-27,411763.3341
451,2019-03-28,411492.2312
452,2019-03-29,406335.8195
453,2019-03-30,399919.272
454,2019-03-31,401348.3272
455,2019-04-01,412291.946
456,2019-04-02,410655.029
457,2019-04-03,410080.8826
458,2019-04-04,409353.613
459,2019-04-05,403773.5623
460,2019-04-06,397435.5782
461,2019-04-07,398102.0465
462,2019-04-08,409091.0672
463,2019-04-09,408666.8619
464,2019-04-10,410513.1859
465,2019-04-11,410263.059
466,2019-04-12,404587.1912
467,2019-04-13,397321.406
468,2019-04-14,400501.9373
469,2019-04-15,408412.3385
470,2019-04-16,406955.7589
471,2019-04-17,408661.2725
472,2019-04-18,410587.7617
473,2019-04-19,405866.8265
474,2019-04-20,399239.2826
475,2019-04-21,398412.5017
476,2019-04-22,406182.8358
477,2019-04-23,404957.7021
478,2019-04-24,404027.3086
479,2019-04-25,402350.9262
480,2019-04-26,397552.2835
481,2019-04-27,387612.564
482,2019-04-28,386526.4604
483,2019-04-29,395712.8497
484,2019-04-30,393852.2751
485,2019-05-01,395987.304
486,2019-05-02,395337.8492
487,2019-05-03,387357.9826
488,2019-05-04,368704.7214
489,2019-05-05,359678.3671
490,2019-05-06,371261.0678
491,2019-05-07,391709.5192
492,2019-05-08,394673.18
493,2019-05-09,393980.268
494,2019-05-10,389554.4052
495,2019-05-11,383737.1671
496,2019-05-12,382233.4749
497,2019-05-13,397529.0155
498,2019-05-14,399003.4811
499,2019-05-15,398121.0656
500,2019-05-16,398711.7121
501,2019-05-17,395789.1138
502,2019-05-18,386165.2533
503,2019-05-19,388813.265
504,2019-05-20,395019.606
505,2019-05-21,393745.2013
506,2019-05-22,393690.3295
507,2019-05-23,397184.569
508,2019-05-24,393191.0514
509,2019-05-25,386709.6393
510,2019-05-26,385503.598
511,2019-05-27,393926.4135
512,2019-05-28,394185.8171
513,2019-05-29,395892.18
514,2019-05-30,396546.3742
515,2019-05-31,390338.2371
516,2019-06-01,384230.7858
517,2019-06-02,383710.1217
518,2019-06-03,394436.9941
519,2019-06-04,397018.0459
520,2019-06-05,394122.0444
521,2019-06-06,383262.2113
522,2019-06-07,385788.3637
523,2019-06-08,378845.4501
524,2019-06-09,383774.4978
525,2019-06-10,393946.936
526,2019-06-11,392864.9052
527,2019-06-12,394452.2436
528,2019-06-13,395520.0518
529,2019-06-14,390956.3937
530,2019-06-15,385551.3449
531,2019-06-16,384788.0226
532,2019-06-17,392600.1341
533,2019-06-18,393420.8214
534,2019-06-19,405602.6413
535,2019-06-20,407247.8664
536,2019-06-21,399709.6938
537,2019-06-22,380128.1545
538,2019-06-23,378421.3303
539,2019-06-24,383362.4941
540,2019-06-25,380736.0616
541,2019-06-26,380337.6789
542,2019-06-27,380359.7658
543,2019-06-28,375539.1292
544,2019-06-29,369784.0755
545,2019-06-30,370946.1894
546,2019-07-01,376206.8172
547,2019-07-02,374700.3911
548,2019-07-03,370984.0697
549,2019-07-04,367046.6701
550,2019-07-05,366365.3251
551,2019-07-06,361659.5338
552,2019-07-07,362619.84
553,2019-07-08,370570.067
554,2019-07-09,370299.1138
555,2019-07-10,369834.2278
556,2019-07-11,369795.3135
557,2019-07-12,367963.3448
558,2019-07-13,362567.4206
559,2019-07-14,364240.4592
560,2019-07-15,369047.3439
561,2019-07-16,368387.284
562,2019-07-17,367851.9987
563,2019-07-18,366919.9823
564,2019-07-19,365107.2349
565,2019-07-20,364003.5789
566,2019-07-21,364028.8124
567,2019-07-22,366768.6826
568,2019-07-23,363759.6443
569,2019-07-24,364573.8076
570,2019-07-25,364337.2965
571,2019-07-26,359203.4537
572,2019-07-27,359049.7443
573,2019-07-28,358536.0041
574,2019-07-29,358228.2426
575,2019-07-30,369332.7914
576,2019-07-31,377126.9838
577,2019-08-01,371563.6448
578,2019-08-02,366251.9064
579,2019-08-03,361933.6132
580,2019-08-04,364468.0903
581,2019-08-05,371829.8313
582,2019-08-06,376427.0867
583,2019-08-07,380099.6245
584,2019-08-08,377766.1447
585,2019-08-09,373556.4172
586,2019-08-10,374262.0021
587,2019-08-11,371746.2181
588,2019-08-12,375767.4618
589,2019-08-13,374749.1042
590,2019-08-14,374975.4336
591,2019-08-15,369874.4215
592,2019-08-16,372736.9798
593,2019-08-17,368289.4261
594,2019-08-18,370558.142
595,2019-08-19,378343.449
596,2019-08-20,379484.9211
597,2019-08-21,383056.2617
598,2019-08-22,382073.0099
599,2019-08-23,379728.4722
600,2019-08-24,376109.5537
601,2019-08-25,373872.2524
602,2019-08-26,383277.2926
603,2019-08-27,388447.9148
604,2019-08-28,390422.2043
605,2019-08-29,389215.6974
606,2019-08-30,387463.2956
607,2019-08-31,384329.084
608,2019-09-01,388100.6535
609,2019-09-02,404963.5355
610,2019-09-03,409389.3685
611,2019-09-04,409514.0479
612,2019-09-05,407757.0782
613,2019-09-06,402665.6756
614,2019-09-07,403095.3304
615,2019-09-08,397278.0097
616,2019-09-09,406310.2095
617,2019-09-10,405520.6198
618,2019-09-11,398495.6235
619,2019-09-12,364061.3671
620,2019-09-13,340572.9712
621,2019-09-14,345451.1013
622,2019-09-15,374943.8522
623,2019-09-16,397745.4615
624,2019-09-17,401668.1206
625,2019-09-18,402996.3004
626,2019-09-19,402629.1558
627,2019-09-20,397298.5161
628,2019-09-21,397939.3205
629,2019-09-22,400902.2867
630,2019-09-23,403099.5918
631,2019-09-24,402016.4901
632,2019-09-25,401384.1879
633,2019-09-26,400373.9892
634,2019-09-27,394213.5153
635,2019-09-28,391110.3185
636,2019-09-29,391062.3854
637,2019-09-30,401596.9684
638,2019-10-01,402358.7752
639,2019-10-02,401772.5858
640,2019-10-03,391972.4387
641,2019-10-04,389583.6852
642,2019-10-05,385536.8298
643,2019-10-06,386698.6228
644,2019-10-07,400207.8841
645,2019-10-08,400036.4245
646,2019-10-09,391855.1245
647,2019-10-10,400527.2343
648,2019-10-11,397823.7691
649,2019-10-12,391504.2593
650,2019-10-13,390332.6462
651,2019-10-14,400363.735
652,2019-10-15,420545.4494
653,2019-10-16,420545.4494
654,2019-10-17,420545.4494
655,2019-10-18,420545.4494
656,2019-10-19,420545.4494
657,2019-10-20,420545.4494
658,2019-10-21,420545.4494
659,2019-10-22,420545.4494
660,2019-10-23,420545.4494
661,2019-10-24,420545.4494
662,2019-10-25,420545.4494
663,2019-10-26,420545.4494
664,2019-10-27,420545.4494
665,2019-10-28,399925.7217
666,2019-10-29,400460.3583
667,2019-10-30,404255.4125
668,2019-10-31,403647.0962
669,2019-11-01,396475.2328
670,2019-11-02,390887.9837
671,2019-11-03,392112.4513
672,2019-11-04,403323.069
673,2019-11-05,404258.6036
674,2019-11-06,403673.4259
675,2019-11-07,404527.3735
676,2019-11-08,398888.9188
677,2019-11-09,392943.0579
678,2019-11-10,393901.3179
679,2019-11-11,403314.5987
680,2019-11-12,404429.0139
681,2019-11-13,405399.0047
682,2019-11-14,404975.4885
683,2019-11-15,399987.093
684,2019-11-16,398520.3579
685,2019-11-17,401211.6357
686,2019-11-18,406893.1815
687,2019-11-19,405751.6966
688,2019-11-20,407244.314
689,2019-11-21,405278.5704
690,2019-11-22,399526.8349
691,2019-11-23,401142.085
692,2019-11-24,400109.4842
693,2019-11-25,404634.9397
694,2019-11-26,405607.0099
695,2019-11-27,404382.664
696,2019-11-28,405432.0407
697,2019-11-29,400368.2922
698,2019-11-30,400248.5686
699,2019-12-01,402639.0475
700,2019-12-02,403766.6878
701,2019-12-03,406246.9073
702,2019-12-04,403867.4669
703,2019-12-05,405731.664
704,2019-12-06,402407.0017
705,2019-12-07,401127.2239
706,2019-12-08,403045.8594
707,2019-12-09,405295.5153
708,2019-12-10,405553.6501
709,2019-12-11,406985.0917
710,2019-12-12,405448.6288
711,2019-12-13,402730.1983
712,2019-12-14,405666.6717
713,2019-12-15,406005.4763
714,2019-12-16,407521.756
715,2019-12-17,408033.4741
716,2019-12-18,407392.88
717,2019-12-19,404507.1193
718,2019-12-20,402597.1814
719,2019-12-21,399244.1559
720,2019-12-22,396866.7869
721,2019-12-23,394119.9102
722,2019-12-24,390876.3146
723,2019-12-25,391650.2316
724,2019-12-26,390460.6641
725,2019-12-27,388444.875
726,2019-12-28,389811.7199
727,2019-12-29,389573.2591
728,2019-12-30,387711.2216
729,2019-12-31,384428.8408
730,2020-01-01,379468.2887
731,2020-01-02,384178.0841
732,2020-01-03,384144.3303
733,2020-01-04,386920.0381
734,2020-01-05,389580.6151
735,2020-01-06,387874.1473
736,2020-01-07,389965.1084
737,2020-01-08,390946.3472
738,2020-01-09,389918.2904
739,2020-01-10,388846.2408
740,2020-01-11,391884.6541
741,2020-01-12,391155.6248
742,2020-01-13,389705.7308
743,2020-01-14,390257.6669
744,2020-01-15,390232.701
745,2020-01-16,387784.6873
746,2020-01-17,384997.9153
747,2020-01-18,388599.0977
748,2020-01-19,389176.4662
749,2020-01-20,384798.3689
750,2020-01-21,383595.9364
751,2020-01-22,379542.3237
752,2020-01-23,373569.9964
753,2020-01-24,354586.9164
754,2020-01-25,344108.4423
755,2020-01-26,348245.9529
756,2020-01-27,366969.7127
757,2020-01-28,376245.6384
758,2020-01-29,379504.5291
759,2020-01-30,380105.9392
760,2020-01-31,382311.4333
761,2020-02-01,386521.6448
762,2020-02-02,389622.2153
763,2020-02-03,388009.8951
764,2020-02-04,387476.5862
765,2020-02-05,388844.9434
766,2020-02-06,387731.2747
767,2020-02-07,387425.7364
768,2020-02-08,391725.4107
769,2020-02-09,390822.3125
770,2020-02-10,388486.5222
771,2020-02-11,388453.5717
772,2020-02-12,389464.1134
773,2020-02-13,388315.6396
774,2020-02-14,386949.5154
775,2020-02-15,388725.1722
776,2020-02-16,390579.9911
777,2020-02-17,389426.0423
778,2020-02-18,389195.9878
779,2020-02-19,391504.5981
780,2020-02-20,389305.1476
781,2020-02-21,389966.4283
782,2020-02-22,391814.1283
783,2020-02-23,390922.6087
784,2020-02-24,389200.8358
785,2020-02-25,390428.8079
786,2020-02-26,392112.0954
787,2020-02-27,389512.5705
788,2020-02-28,389476.8782
789,2020-02-29,389395.9457
790,2020-03-01,387537.5473
791,2020-03-02,388485.7989
792,2020-03-03,388078.7619
793,2020-03-04,387618.5735
794,2020-03-05,386472.578
795,2020-03-06,385056.0548
796,2020-03-07,383597.9135
797,2020-03-08,381288.1222
798,2020-03-09,384060.4672
799,2020-03-10,385050.2414
800,2020-03-11,384622.0451
801,2020-03-12,383627.325
802,2020-03-13,382424.3128
803,2020-03-14,383103.179
804,2020-03-15,383811.0604
805,2020-03-16,389241.5722
806,2020-03-17,388283.0093
807,2020-03-18,387642.1385
808,2020-03-19,388175.3428
809,2020-03-20,386268.3804
810,2020-03-21,383249.8694
811,2020-03-22,381870.9398
812,2020-03-23,387229.4512
813,2020-03-24,387907.4239
814,2020-03-25,388198.4159
815,2020-03-26,389593.9312
816,2020-03-27,388466.9122
817,2020-03-28,383781.518
818,2020-03-29,384053.6155
819,2020-03-30,391594.1707
820,2020-03-31,390879.3471
821,2020-04-01,390435.4458
822,2020-04-02,389841.4865
823,2020-04-03,387656.2056
824,2020-04-04,385264.2215
825,2020-04-05,383994.2521
826,2020-04-06,390193.0521
827,2020-04-07,389706.615
828,2020-04-08,390204.9606
829,2020-04-09,390626.3647
830,2020-04-10,390176.1366
831,2020-04-11,386357.4373
832,2020-04-12,384735.0422
833,2020-04-13,390180.8046
834,2020-04-14,387093.8905
835,2020-04-15,387045.7656
836,2020-04-16,386918.3885
837,2020-04-17,387275.7123
838,2020-04-18,381406.9388
839,2020-04-19,383708.2433
840,2020-04-20,390118.8247
841,2020-04-21,389793.9976
842,2020-04-22,390054.3348
843,2020-04-23,388559.7153
844,2020-04-24,386942.202
845,2020-04-25,382377.9388
846,2020-04-26,381543.4667
847,2020-04-27,387853.531
848,2020-04-28,386475.7005
849,2020-04-29,384769.9961
850,2020-04-30,372686.1931
851,2020-05-01,368011.3272
852,2020-05-02,365797.4586
853,2020-05-03,371262.3184
854,2020-05-04,382978.0508
855,2020-05-05,382203.4773
856,2020-05-06,385715.3282
857,2020-05-07,385937.0411
858,2020-05-08,384907.8548
859,2020-05-09,384538.0197
860,2020-05-10,383829.0767
861,2020-05-11,388117.2931
862,2020-05-12,388057.0253
863,2020-05-13,387105.9611
864,2020-05-14,387918.5381
865,2020-05-15,388246.57
866,2020-05-16,386205.5648
867,2020-05-17,382946.1817
868,2020-05-18,390048.5701
869,2020-05-19,390222.6851
870,2020-05-20,390060.4404
871,2020-05-21,388439.7017
872,2020-05-22,388534.9029
873,2020-05-23,382626.2204
874,2020-05-24,383994.8804
875,2020-05-25,389588.8389
876,2020-05-26,389116.366
877,2020-05-27,389440.3644
878,2020-05-28,389328.9609
879,2020-05-29,386648.4206
880,2020-05-30,381345.356
881,2020-05-31,381858.9422
882,2020-06-01,389081.3142
883,2020-06-02,389781.5597
884,2020-06-03,391613.882
885,2020-06-04,389288.2204
886,2020-06-05,387823.4244
887,2020-06-06,377455.2816
888,2020-06-07,379951.69
889,2020-06-08,389209.2682
890,2020-06-09,388298.7299
891,2020-06-10,390513.0963
892,2020-06-11,389730.4835
893,2020-06-12,388565.4858
894,2020-06-13,382814.3146
895,2020-06-14,381990.6863
896,2020-06-15,389644.4547
897,2020-06-16,389915.2153
898,2020-06-17,390642.0208
899,2020-06-18,391106.2153
900,2020-06-19,389197.4369
901,2020-06-20,382109.3915
902,2020-06-21,381904.9273
903,2020-06-22,391146.6635
904,2020-06-23,390279.4398
905,2020-06-24,390277.993
906,2020-06-25,391151.9626
907,2020-06-26,387249.7225
908,2020-06-27,379331.4912
909,2020-06-28,377976.2097
910,2020-06-29,387272.8421
911,2020-06-30,386651.2834
912,2020-07-01,387071.2118
913,2020-07-02,384170.9751
914,2020-07-03,380919.4914
915,2020-07-04,375490.1405
916,2020-07-05,374813.8067
917,2020-07-06,383517.1422
918,2020-07-07,383085.0331
919,2020-07-08,382634.3052
920,2020-07-09,381777.8003
921,2020-07-10,381882.7447
922,2020-07-11,377246.1176
923,2020-07-12,377337.2526
924,2020-07-13,384928.5249
925,2020-07-14,385268.9402
926,2020-07-15,383036.2174
927,2020-07-16,381456.6502
928,2020-07-17,380608.5006
929,2020-07-18,373999.5233
930,2020-07-19,378112.3974
931,2020-07-20,384426.2345
932,2020-07-21,382232.1163
933,2020-07-22,383932.2448
934,2020-07-23,383113.2444
935,2020-07-24,380767.841
936,2020-07-25,375440.3081
